"","Country.Name","Country.Code","Series.Name","Series.Code","X1968..YR1968.","X1969..YR1969.","X1970..YR1970.","X1971..YR1971.","X1972..YR1972.","X1973..YR1973.","X1974..YR1974.","X1975..YR1975.","X1976..YR1976.","X1977..YR1977.","X1978..YR1978.","X1979..YR1979.","X1980..YR1980.","X1981..YR1981.","X1982..YR1982.","X1983..YR1983.","X1984..YR1984.","X1985..YR1985.","X1986..YR1986.","X1987..YR1987.","X1988..YR1988.","X1989..YR1989.","X1990..YR1990.","X1991..YR1991.","X1992..YR1992.","X1993..YR1993.","X1994..YR1994.","X1995..YR1995.","X1996..YR1996.","X1997..YR1997.","X1998..YR1998.","X1999..YR1999.","X2000..YR2000.","X2001..YR2001.","X2002..YR2002.","X2003..YR2003.","X2004..YR2004.","X2005..YR2005.","X2006..YR2006.","X2007..YR2007.","X2008..YR2008.","X2009..YR2009.","X2010..YR2010.","X2011..YR2011.","X2012..YR2012.","X2013..YR2013.","X2014..YR2014.","X2015..YR2015.","X2016..YR2016.","X2017..YR2017."
"357","Czech Republic","CZE","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.UP.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","79.25865173","79.63040161","80.05226135","81.71127319","82.57946777","83.22711182","83.67134857","84.72689819","85.24960327","85.57823944","..",".."
"358","Czech Republic","CZE","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","92.24259186","92.44151306","92.69740295","93.18702698","93.79418945","93.94489288","93.71144867","93.89013672","94.31088257","94.23792267","..",".."
"359","Czech Republic","CZE","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","85.47782898","85.77609253","86.13707733","87.24941254","87.99365997","88.3989563","88.52554321","89.15956879","89.63336182","89.77071381","..",".."
"360","Czech Republic","CZE","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","13.24619007","13.85291958","..",".."
"361","Czech Republic","CZE","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","16.35531044","16.29846001","..",".."
"362","Czech Republic","CZE","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.MS.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","14.75035","15.03689957","..",".."
"363","Czech Republic","CZE","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.694880009","0.768119991","..",".."
"364","Czech Republic","CZE","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.325569987","0.443619996","..",".."
"365","Czech Republic","CZE","Expenditure on primary education (% of government expenditure on education)","SE.XPD.PRIM.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","42.93384171","16.14595985","17.54027939","20.5383606","..","17.28199959","17.91990089","18.18888092","16.76988029","16.08466911","15.71172047","15.1848402","14.52153015","13.56468964","13.88772011","14.70676041","15.91158962","16.17658043","16.08905029","16.7775898","17.75912094","18.63894081","..","..",".."
"366","Czech Republic","CZE","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.DO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.504239976","0.600679994","..",".."
"367","Czech Republic","CZE","Expenditure on secondary education (% of government expenditure on education)","SE.XPD.SECO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","27.87107086","54.43502045","53.35440826","49.62852859","..","48.73538971","49.24795914","49.74882126","50.46440125","50.77630997","50.54370117","50.69981003","51.31212997","47.20898819","47.52436066","48.32720947","46.38526917","45.73320007","42.81354141","43.97237015","43.86872864","43.54090118","..","..",".."
"368","Czech Republic","CZE","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","12.8592701","18.74217987","15.25442028","14.96658039","16.05364037","..","18.91404915","19.09866905","18.97731018","19.33629036","19.99625015","20.75440979","21.50678062","21.01366043","26.69742012","25.51025963","23.70898056","23.22273064","22.53437996","25.79253006","23.42144012","21.4773407","20.03148079","..","..",".."
"369","Czech Republic","CZE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3.775079966","4.184519768","4.678850174","4.545629978","4.270390034","..","3.597199917","3.684809923","3.650890112","3.748549938","3.972559929","4.136429787","4.014239788","3.890379906","4.217100143","3.866630077","3.74454999","4.171279907","4.064459801","4.272140026","4.250860214","4.090889931","3.994620085","..","..",".."
"370","Czech Republic","CZE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9.484740257","..","8.636710167","8.998749733","9.073530197","8.839110374","8.988100052","8.554820061","9.539540291","9.323120117","10.35336971","9.699159622","9.344639778","9.583930016","9.480409622","9.92718029","9.556850433","9.60243988","9.457799911","..","..",".."
"371","Czech Republic","CZE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","78.26000214","75.80999756","74.20999908","76.65000153","75.18000031","74.26000214","74.12999725","73.23000336","72.62000275","72.20999908","71","70.09999847","68.61000061","68.23000336","69.44000244","70.79000092","71.16999817","70.75","70.55999756",".."
"372","Czech Republic","CZE","Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","83.44000244","81.94999695","81.20999908","81.97000122","81.59999847","81.58000183","81.52999878","82.43000031","80.83999634","80.79000092","81.09999847","80.23999786","80.5","80.75","79.77999878","80.75","80.44000244","80.75","80.95999908",".."
"373","Czech Republic","CZE","Labor force with advanced education, male (% of male working-age population with advanced education)","SL.TLF.ADVN.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","81.36000061","79.40000153","78.27999878","79.76000214","78.94000244","78.47000122","78.38999939","78.41000366","77.19999695","76.95999908","76.44000244","75.48999786","74.84999847","74.69999695","74.66000366","75.79000092","75.76999664","75.62000275","75.68000031",".."
"374","Czech Republic","CZE","Labor force with basic education (% of total working-age population with basic education)","SL.TLF.BASC.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","23.34000015","23.10000038","23.18000031","22.21999931","20.98999977","20.45999908","20.38999939","19.26000023","19.85000038","19.17000008","19.04000092","19.04000092","18.57999992","17.51000023","17.70999908","17.19000053","16.69000053","16.57999992","17.39999962",".."
"375","Czech Republic","CZE","Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","34.43000031","34.13999939","32.08000183","31.40999985","27.35000038","26.02000046","25.61000061","25.40999985","26.77000046","27.05999947","26.11000061","27.19000053","26.52000046","25.38999939","26.84000015","27.90999985","28.10000038","27.82999992","28.51000023",".."
"376","Czech Republic","CZE","Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","27.06999969","26.80999947","26.20000076","25.42000008","23.17000008","22.36000061","22.19000053","21.38999939","22.26000023","21.92000008","21.51000023","21.93000031","21.36000061","20.27000046","20.95000076","21.05999947","20.77000046","20.62999916","21.47999954",".."
"377","Czech Republic","CZE","Labor force with intermediate education (% of total working-age population with intermediate education)","SL.TLF.INTM.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","63.18000031","63.09000015","63.00999832","62.49000168","61.24000168","61.15999985","60","59.68999863","58.79000092","57.68999863","56.77999878","56.08000183","55.43000031","55.41999817","55.29000092","55.56999969","54.95999908","55.36000061","55.70999908",".."
"378","Czech Republic","CZE","Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","77.38999939","76.95999908","76.95999908","76.75","76.29000092","75.30999756","74.81999969","74.98999786","74.45999908","73.98000336","73.72000122","73.27999878","72.37000275","71.45999908","71.55000305","71.34999847","71.13999939","70.83999634","71.05999756",".."
"379","Czech Republic","CZE","Labor force with intermediate education, male (% of male working-age population with intermediate education)","SL.TLF.INTM.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","70.48000336","70.19999695","70.16999817","69.77999878","68.91999817","68.37999725","67.55999756","67.48999786","66.77999878","66.01000214","65.48000336","64.88999939","64.11000061","63.63999939","63.63000107","63.63000107","63.24000168","63.31000137","63.54000092",".."
"380","Czech Republic","CZE","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-11.61494236","-0.506542351","0.061904249","2.909309464","6.221406","4.222814572","-0.594659089","-0.328715516","1.432839479","4.266741357","2.908764882","1.652494055","3.602989459","4.906563764","6.533468806","6.853522334","5.602643685","2.682282724","-4.802572091","2.273420052","1.777833187","-0.799844281","-0.483671041","2.715116132","5.309238519","2.59332602",".."
"381","Czech Republic","CZE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-11.40250602","-0.608213638","-0.042053101","2.872143517","6.28655463","4.344181048","-0.487479421","-0.234237455","1.536532396","4.559530329","3.296140657","1.848772611","3.632645491","4.874640468","6.386207215","6.564559092","4.988202195","1.834145073","-5.343397791","1.975868189","1.567627263","-0.938553682","-0.516675079","2.607037043","5.102415767","2.396486237",".."
"382","Czech Republic","CZE","GNI growth (annual %)","NY.GNP.MKTP.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-0.28255872","2.90059096","5.337851505","3.611899808","-0.556188235","-0.418841398","1.025816194","4.19825948","1.954077104","0.825813544","3.767890666","3.435135454","6.673199178","5.172146587","5.194430012","2.646303816","-5.442677421","1.967584042","1.656697962","0.685892816","-0.300980467","1.766063943","5.302470104","2.945959825",".."
"383","Czech Republic","CZE","GNI per capita growth (annual %)","NY.GNP.PCAP.KD.ZG","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-0.386158198","2.863428162","5.402458226","3.732554879","-0.448967087","-0.324448768","1.129093018","4.490856149","2.337859182","1.020495882","3.797593899","3.403659918","6.525744438","4.887730278","4.582363685","1.798463344","-5.979866621","1.670921971","1.446742224","0.545105941","-0.334045094","1.658983468","5.095660645","2.748443464",".."
"384","Czech Republic","CZE","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"385","Czech Republic","CZE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"386","Czech Republic","CZE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"387","Czech Republic","CZE","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"388","Czech Republic","CZE","Literacy rate, youth (ages 15-24), gender parity index (GPI)","SE.ADT.1524.LT.FM.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"389","Czech Republic","CZE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"390","Czech Republic","CZE","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"391","Data from database: World Development Indicators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"392","Data from database: World Development Indicators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"393","Denmark","DNK","Adjusted net enrollment rate, primary (% of primary school age children)","SE.PRM.TENR","..","..","..","..","..","..","..","..","..","..","..","..","..","95.47402954","96.29634857","98.00093842","98.96527863","98.77725983","98.68261719","98.86003113","98.97547913","97.79876709","97.68508148","98.25418091","97.43151093","96.9600296","98.68842316","98.27815247","98.14875793","..","99.44284058","97.9491272","98.10582733","99.84693146","99.86064911","..","98.25845337","96.15496063","96.50241852","97.05003357","96.51035309","96.42951202","96.26952362","97.75173187","98.23880768","98.65074158","98.36505127","98.69377136","99.02089691",".."
"394","Denmark","DNK","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","..","..","..","..","..","..","..","..","..","..","..","..","..","95.59285736","96.40157318","98.15753174","98.92842865","99.02562714","98.62751007","98.98789978","99.15071869","97.948349","97.8412323","98.31616974","97.33747864","96.83258057","98.57861328","98.44747162","98.08989716","..","..","98.29073334","98.70394135","..","..","..","98.85243225","96.81632996","97.28118134","97.86367798","97.6950531","97.59001923","97.35417175","98.34220123","98.7579422","99.04924774","98.73751068","98.96199799","99.37348938",".."
"395","Denmark","DNK","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","..","..","..","..","..","..","..","..","..","..","..","..","..","95.3611908","96.19605255","97.8511734","99.00058746","98.53923798","98.73536682","98.73789978","98.80831909","97.65608978","97.53591156","98.19480133","97.52189636","97.08280945","98.79415894","98.1155777","98.20500183","..","..","97.62657166","97.5411377","..","..","..","97.69415283","95.52632904","95.76238251","96.2769928","95.38456726","95.32568359","95.23639679","97.18788147","97.74260712","98.26965332","98.00913239","98.43791962","98.68567657",".."
"396","Denmark","DNK","Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","..","..","..","2.519131771","5.005046327","6.321736738","-5.359389497","0.330783793","5.90337982","2.641090266","3.924245069","1.741594169","-3.367999408","-2.949049409","2.667342326","3.484633926","3.898544251","3.709838666","6.933342644","0.915836422","-1.201872751","-0.315529763","1.461892056","0.643178989","3.436589205","0.015861572","5.3716214","3.501489335","3.222112506","2.673215602","2.370353763","2.712671267","1.972497647","1.25641041","0.342471006","0.812742846","4.171964216","3.519638381","4.206930647","-0.642242941","-0.620366897","-4.391878899","4.58144104","0.781661472","0.769458998","3.271905708","3.511704525","1.82243719","0.471840166",".."
"397","Denmark","DNK","Adjusted net national income (current US$)","NY.ADJ.NNTY.CD","..","..","14632218055","16291220605","19864480009","26811693837","29254077439","34777599405","38678188849","43362105524","52798934025","60895499898","60115284495","51181147361","49718652432","50008020909","48646571033","51536399929","73318091370","91009377642","95082067305","91376804725","1.11838E+11","1.12055E+11","1.23893E+11","1.16194E+11","1.27685E+11","1.52193E+11","1.54142E+11","1.4196E+11","1.45624E+11","1.46289E+11","1.32212E+11","1.33457E+11","1.44454E+11","1.76815E+11","2.06236E+11","2.17782E+11","2.34673E+11","2.61996E+11","2.87066E+11","2.6291E+11","2.66722E+11","2.85975E+11","2.72634E+11","2.91478E+11","3.03033E+11","2.59071E+11","2.6193E+11",".."
"398","Denmark","DNK","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","..","..","..","1.809200159","4.406140953","5.680972813","-5.799006302","0.041977919","5.63752509","2.321916477","3.601961184","1.491992468","-3.485436001","-2.921477966","2.742811041","3.555717306","3.952977162","3.66781681","6.79043863","0.645432554","-0.9953149","-0.757572246","1.967150029","-0.278396593","3.092682772","0.183792535","4.863245382","2.798111658","2.457389653","2.310679233","2.131794012","2.097435961","2.146397595","0.325368938","0.696769761","0.410739229","3.544762307","3.66520113","3.490423822","-0.924974025","-1.30101339","-4.969648811","4.175043307","0.376477612","0.661763977","2.469288049","3.233715645","1.185131095","-0.315765127",".."
"399","Denmark","DNK","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","..","..","2968.744058","3282.451545","3979.584888","5338.995611","5798.286491","6873.230812","7624.929888","8521.724631","10344.11612","11901.08818","11734.32904","9993.249604","9714.82967","9778.08307","9516.86169","10078.12164","14318.44635","17725.79151","18557.74242","17755.47801","21839.59717","21681.43415","23892.40499","22445.25614","24545.94242","29058.48463","29212.57561","26808.98984","27436.68614","27397.06282","24802.8638","24806.23555","26945.05781","32849.79445","38085.25932","40273.93654","43099.12158","47980.3312","52211.43156","47528.99953","48030.66334","51290.758","48845.74432","51815.98929","53725.4387","45643.7617","45785.71928",".."
"400","Denmark","DNK","Adjusted savings: education expenditure (% of GNI)","NY.ADJ.AEDU.GN.ZS","..","..","4.6","5.2","5.3","5.1","5.4","5.8","6.2689798","5","5.1","4.9","5.3","6.1959359","6.1959359","6.1959359","6.1959359","6.1959359","5.8","6.1","6.3","5.9","6.7099329","5.5","7.1056244","7.6","7.3","7.2","7.6","7.7576253","7.692807916","7.482782868","7.585446188","7.76","7.78","7.72","7.75","7.66","7.28","7.24","7.06","7.96","7.94","8.07","6.495718014","7.831895677","7.831895677","7.831895677","7.831895677",".."
"401","Denmark","DNK","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","..","..","779440303","982102651.2","1220576141","1573050886","1840031976","2354833060","2808024693","2512891261","3113700829","3457818091","3737712935","3752030095","3636682882","3661103797","3551465778","3761872403","4983074371","6538529000","7107786000","6449231000","9031703882","7443645000","10610331523","10698292000","11236233000","13184640000","14085384000","13280976937","13469491237","13205764861","12197397471","12609301600","13734578600","16733254400","19566270000","20421483400","20843513600","23242354800","25225521200","25825981200","25984602800","28346439900","21730515216","27761172372","28651737229","24334091462","24643216384",".."
"402","Denmark","DNK","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.906870008","..","0.665629983","6.745709896","2.943909883","..","0.730790019","0.527530015","0.999080002","1.430029988","0.629289985","0.130119994","0.178499997","0.320710003","2.528800011","3.00019002","2.893179893","2.142369986","1.260429978",".."
"403","Denmark","DNK","Adolescents out of school, female (% of female lower secondary school age)","SE.SEC.UNER.LO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.077190042","..","0.477719992","5.2385602","1.007210016","..","..","..","0.911610007","1.200680017","0.484120011","..","..","0.244729996","2.373970032","2.491460085","2.146909952","1.356389999","1.046380043",".."
"404","Denmark","DNK","Adolescents out of school, male (% of male lower secondary school age)","SE.SEC.UNER.LO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.742139995","..","0.845480025","8.178019524","4.774580002","..","..","..","1.081760049","1.647680044","0.767289996","..","..","0.39278999","2.675339937","3.480609894","3.597700119","2.886250019","1.464079976",".."
"405","Denmark","DNK","All education staff compensation, primary (% of total expenditure in primary public institutions)","SE.XPD.MPRM.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","76.83339691","71.01464081","72.52689362","70.41101837","70.7455368","71.3097229","72.22817993","72.23847198","73.12278748","74.49581146","73.46955872","72.76667023","72.07621765","76.14620972","77.82731628","69.86277771","70.67755127","..","..",".."
"406","Denmark","DNK","All education staff compensation, secondary (% of total expenditure in secondary public institutions)","SE.XPD.MSEC.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","75.52143097","71.87133026","73.90300751","73.54190826","72.74433899","73.21311951","73.39891815","72.98612213","71.79451752","76.43051147","77.66255188","77.32051849","72.68134308","53.41611862","74.76603699","71.02015686","71.01338196","..","..",".."
"407","Denmark","DNK","All education staff compensation, tertiary (% of total expenditure in tertiary public institutions)","SE.XPD.MTER.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","67.35162354","66.00126648","66.42520142","71.53208923","72.81646729","72.95996857","72.98538971","74.05779266","72.75563812","78.73253632","78.03816223","..","77.35289764","76.48439026","..","..","74.95889282","..","..",".."
"408","Denmark","DNK","All education staff compensation, total (% of total expenditure in public institutions)","SE.XPD.MTOT.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","75.22250366","71.28678131","72.72592163","72.09887695","72.21945953","73.60746002","74.02100372","74.06266785","73.55178833","77.17076874","77.0177002","77.23164368","74.94087219","71.08582306","91.04678345","73.53713989","73.74880219","..","..",".."
"409","Denmark","DNK","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.BA.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","33.57057953","25.85811996","..",".."
"410","Denmark","DNK","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","28.97826958","30.38372993","..",".."
"411","Denmark","DNK","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","55.63930893","..","..","..","..","..","..","..","..","..","..","..","99.46513367","100","..","..","..","100","..","..","..","99.52381134","99.70256042","91.5116272","91.62844086","..",".."
"412","Denmark","DNK","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","66.82511139","..","..","..","..","..","..","..","..","..","..","..","100","100","..","..","..","100","..","..","..","99.76289368","98.53443909","91.4590683","92.50572205","..",".."
"413","Denmark","DNK","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","19.55648994","..","..","19.0592804","19.90880966","..","..","..","..","..","..","..","34.86936951","36.05263138","..","..","..","36.57065964","..","..","..","..","..","..","39.10549927","..",".."
"414","Denmark","DNK","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","61.26747894","..","..","..","..","..","..","..","..","..","..","..","99.73188019","100","..","..","..","100","..","..","..","99.64360046","99.58493805","91.48561096","92.06758118","..",".."
"415","Denmark","DNK","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","19.68482971","..","..","18.81595039","19.55249023","..","..","..","..","..","..","..","30.00412941","29.26828957","..","..","..","31.7491703","..","..","..","..","..","..","30.66362","..",".."
"416","Denmark","DNK","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","19.62108994","..","..","18.93684006","19.7295208","..","..","..","..","..","..","..","32.47396088","32.53165054","..","..","..","34.14228821","..","..","..","..","..","..","34.87973022","..",".."
"417","Denmark","DNK","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","100","100","..","..","..","100","..","..","..","..","..","..","..","..",".."
"418","Denmark","DNK","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","SE.PRM.CUAT.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","100","100","..","..","..","100","..","..","..","..","..","..","..","..",".."
