"","Country.Name","Region","IncomeGroup","Year","GINI","percentage","school","government","voice","CPI"
"732","Eritrea","Sub-Saharan Africa","Low income","2004",NA,65.57090685,25.6971492767334,-1.003851295,-1.907014132,26
"733","Spain","Europe & Central Asia","High income","2004",33.3,54.21246314,113.957473754883,1.352699876,1.323611856,71
"734","Estonia","Europe & Central Asia","High income","2004",33.6,130.9127506,100.085289001465,0.924236,1.093419075,60
"735","Ethiopia","Sub-Saharan Africa","Low income","2004",29.8,NA,21.9114208221436,-0.785975337,-1.180990577,23
"736","Finland","Europe & Central Asia","High income","2004",27.9,70.99137414,110.912467956543,2.169804811,1.783608437,97
"737","Fiji","East Asia & Pacific","Upper middle income","2004",NA,124.2307115,90.8494262695313,-0.390917808,-0.037026647,NA
"738","France","Europe & Central Asia","High income","2004",30.6,51.19677804,107.921203613281,1.776973248,1.45645833,71
"739","Gabon","Sub-Saharan Africa","Upper middle income","2004",NA,81.76753714,NA,-0.783030987,-0.780080676,33
"740","United Kingdom","Europe & Central Asia","High income","2004",36,49.51136982,104.633430480957,1.889605284,1.597445846,86
"741","Georgia","Europe & Central Asia","Lower middle income","2004",39.8,79.73804799,78.9062423706055,-0.537414432,-0.078266896,20
"742","Ghana","Sub-Saharan Africa","Lower middle income","2004",NA,99.67033435,39.1860694885254,-0.200466141,0.117705427,36
"743","Guinea","Sub-Saharan Africa","Low income","2004",NA,50.44221808,24.5368900299072,-0.873357058,-1.270173192,NA
"744","Guinea-Bissau","Sub-Saharan Africa","Low income","2004",NA,44.84511204,NA,-1.455491304,-0.842662632,NA
"745","Equatorial Guinea","Sub-Saharan Africa","Upper middle income","2004",NA,245.9963184,NA,-1.443030477,-1.638940096,NA
"746","Greece","Europe & Central Asia","High income","2004",33.6,49.8984416,95.0382766723633,0.805215478,1.191414952,43
"747","Grenada","Latin America & Caribbean","Upper middle income","2004",NA,86.26971275,103.54759979248,0.18696174,0.569066882,NA
"748","Guatemala","Latin America & Caribbean","Lower middle income","2004",NA,69.07811716,47.2643508911133,-0.701010704,-0.324404269,22
"749","Guyana","Latin America & Caribbean","Upper middle income","2004",NA,201.4506314,NA,-0.156695545,0.066932872,NA
"750","Honduras","Latin America & Caribbean","Lower middle income","2004",58.4,135.4617587,NA,-0.624132335,-0.340818167,23
"751","Croatia","Europe & Central Asia","Upper middle income","2004",NA,84.92487766,NA,0.441561401,0.658320665,35
"752","Haiti","Latin America & Caribbean","Low income","2004",NA,58.12005385,NA,-1.659420133,-1.335517883,15
"753","Hungary","Europe & Central Asia","High income","2004",29.9,122.9828493,95.9393920898438,0.863002419,1.149414063,48
"754","Indonesia","East Asia & Pacific","Lower middle income","2004",NA,56.12831388,61.8694496154785,-0.415351838,-0.255447388,20
"755","India","South Asia","Lower middle income","2004",NA,37.91026504,51.5717010498047,-0.157319158,0.399967372,28
"756","Ireland","Europe & Central Asia","High income","2004",33.6,146.6976644,107.532577514648,1.540082693,1.477552295,75
"757","Iraq","Middle East & North Africa","Upper middle income","2004",NA,120.2339771,47.6151084899902,-1.592726469,-1.643005252,21
"758","Iceland","Europe & Central Asia","High income","2004",28,70.75964357,108.170692443848,2.074324369,1.628327966,95
"759","Israel","Middle East & North Africa","High income","2004",NA,78.18030728,104.506797790527,1.262236476,0.66225034,64
"760","Italy","Europe & Central Asia","High income","2004",34.3,47.54364359,98.0374908447266,0.647107601,1.177167773,48
"761","Jamaica","Latin America & Caribbean","Upper middle income","2004",45.5,89.31813619,90.8661270141602,0.168774441,0.3969042,33
"762","Jordan","Middle East & North Africa","Lower middle income","2004",NA,135.0010836,90.7207794189453,0.060984232,-0.549854517,53
"763","Japan","East Asia & Pacific","High income","2004",NA,23.92235646,101.245269775391,1.363780141,1.043494582,69
"764","Kazakhstan","Europe & Central Asia","Upper middle income","2004",31.4,96.4091997,NA,-0.65412581,-1.128525496,22
"765","Kenya","Sub-Saharan Africa","Lower middle income","2004",NA,59.47700335,47.1885299682617,-0.591816843,-0.211594954,21
"766","Kyrgyz Republic","Europe & Central Asia","Lower middle income","2004",34.8,93.81570133,88.0242614746094,-0.682931423,-1.016143322,22
"767","Cambodia","East Asia & Pacific","Lower middle income","2004",NA,134.5114174,31.2058506011963,-0.885681391,-0.870825171,NA
"768","Kiribati","East Asia & Pacific","Lower middle income","2004",NA,103.1906189,88.9545974731445,-0.612137914,0.411308944,NA
"769","Korea, Rep.","East Asia & Pacific","High income","2004",NA,72.76108631,90.4031066894531,0.901034296,0.728531182,45
"770","Kuwait","Middle East & North Africa","High income","2004",NA,89.29611235,105.046371459961,0.103922382,-0.303084433,46
"771","Lebanon","Middle East & North Africa","Upper middle income","2004",NA,94.52674897,84.5082321166992,-0.262475759,-0.413962543,27
"772","Liberia","Sub-Saharan Africa","Low income","2004",NA,290.4992627,NA,-1.527377963,-1.291519523,NA
"773","Libya","Middle East & North Africa","Upper middle income","2004",NA,96.12933208,NA,-0.847504377,-1.79518795,25
"774","Sri Lanka","South Asia","Lower middle income","2004",NA,79.4829449,NA,-0.423573852,-0.164139315,35
"775","Lesotho","Sub-Saharan Africa","Lower middle income","2004",NA,NA,37.9475593566895,-0.351483285,-0.152925462,NA
"776","Lithuania","Europe & Central Asia","High income","2004",37,101.7306101,104.722557067871,0.71216929,0.882494092,46
"777","Luxembourg","Europe & Central Asia","High income","2004",30.2,281.2083939,95.458610534668,1.898920655,1.668277264,84
"778","Latvia","Europe & Central Asia","High income","2004",36.4,93.713351,101.124313354492,0.610607326,0.700535595,40
"779","Morocco","Middle East & North Africa","Lower middle income","2004",NA,61.59653347,48.0540809631348,-0.126079798,-0.508274615,32
"780","Moldova","Europe & Central Asia","Lower middle income","2004",35,132.707191,86.8843383789063,-0.869987309,-0.585409641,23
"781","Madagascar","Sub-Saharan Africa","Low income","2004",NA,80.12032439,NA,-0.494646549,0.005362698,31
"782","Maldives","South Asia","Upper middle income","2004",NA,NA,69.8193969726563,-0.006442467,-1.19482708,NA
"783","Mexico","Latin America & Caribbean","Upper middle income","2004",46,54.22641286,78.5518112182617,0.122850768,0.319827616,36
"784","Macedonia, FYR","Europe & Central Asia","Upper middle income","2004",NA,80.87012885,84.3949890136719,-0.182697937,-0.161177367,27
"785","Mali","Sub-Saharan Africa","Low income","2004",NA,55.31161766,23.7490196228027,-0.657135427,0.248863742,32
"786","Malta","Middle East & North Africa","High income","2004",NA,208.2573143,104.991493225098,0.798396647,1.372729182,68
"787","Myanmar","East Asia & Pacific","Lower middle income","2004",NA,0.327856971,43.2043914794922,-1.561634541,-2.122652292,17
"788","Montenegro","Europe & Central Asia","Upper middle income","2004",NA,100.1086358,93.401481628418,NA,0.113930926,NA
"789","Mongolia","East Asia & Pacific","Lower middle income","2004",NA,131.3293182,87.8221893310547,-0.410342515,0.272552013,30
"790","Mozambique","Sub-Saharan Africa","Low income","2004",NA,77.20534368,10.7663202285767,-0.541149676,-0.033941474,28
"791","Mauritania","Sub-Saharan Africa","Lower middle income","2004",40.2,92.2583388,21.8873195648193,-0.432076573,-1.131420732,NA
"792","Mauritius","Sub-Saharan Africa","Upper middle income","2004",NA,110.413593,85.91015625,0.627192438,0.840148866,41
"793","Malawi","Sub-Saharan Africa","Low income","2004",39.9,51.46624171,27.4496002197266,-0.76617831,-0.542294264,28
"794","Malaysia","East Asia & Pacific","Upper middle income","2004",46,210.3738221,72.0288619995117,1.08776176,-0.235716462,50
"795","Namibia","Sub-Saharan Africa","Upper middle income","2004",NA,81.89125493,63.5796813964844,0.063270278,0.27459532,41
"796","Niger","Sub-Saharan Africa","Low income","2004",NA,45.2703373,9.01072978973389,-0.661920369,-0.190244764,22
"797","Nigeria","Sub-Saharan Africa","Lower middle income","2004",NA,48.44813069,34.7520408630371,-0.939383805,-0.796761572,16
"798","Nicaragua","Latin America & Caribbean","Lower middle income","2004",NA,67.19531678,65.4415130615234,-0.732372105,-0.015315128,27
"799","Netherlands","Europe & Central Asia","High income","2004",29.8,119.1482215,119.279891967773,2.092519522,1.696608305,87
"800","Norway","Europe & Central Asia","High income","2004",31.6,69.04899659,115.489669799805,2.080886841,1.70420897,89
"801","Nepal","South Asia","Low income","2004",NA,46.14728672,NA,-0.750141323,-1.134827137,28
"802","New Zealand","East Asia & Pacific","High income","2004",NA,58.79981884,116.471557617188,1.961784482,1.653177857,96
"803","Oman","Middle East & North Africa","High income","2004",NA,90.24743741,NA,0.484033972,-0.656644702,61
"804","Pakistan","South Asia","Lower middle income","2004",32.5,30.30012871,25.2729797363281,-0.462905556,-1.142131209,21
"805","Panama","Latin America & Caribbean","Upper middle income","2004",55.1,123.6525612,67.9556579589844,-0.072267674,0.516072214,37
"806","Peru","Latin America & Caribbean","Upper middle income","2004",51.2,41.93607827,84.5791015625,-0.512241066,-0.134529516,35
"807","Philippines","East Asia & Pacific","Lower middle income","2004",NA,102.6425208,83.2618103027344,-0.236462489,0.02555364,26
"808","Papua New Guinea","East Asia & Pacific","Lower middle income","2004",NA,131.082911,NA,-0.646977842,-0.423719347,26
"809","Poland","Europe & Central Asia","High income","2004",35.4,71.21316697,96.2513427734375,0.465907514,1.016627669,35
"810","Puerto Rico","Latin America & Caribbean","High income","2004",NA,147.0618756,NA,0.979813755,0.871200383,NA
"811","Portugal","Europe & Central Asia","High income","2004",38.9,62.76298067,95.1440582275391,1.064094782,1.464911222,63
"812","Paraguay","Latin America & Caribbean","Upper middle income","2004",52.6,95.59127043,67.0840072631836,-0.949291766,-0.47459361,19
"813","Qatar","Middle East & North Africa","High income","2004",NA,90.37242884,100.914627075195,0.528289855,-0.429903537,52
"814","Romania","Europe & Central Asia","Upper middle income","2004",30,80.21416086,82.7507400512695,-0.205614612,0.367766201,29
"815","Rwanda","Sub-Saharan Africa","Low income","2004",NA,35.89190981,14.513090133667,-0.556920528,-1.349340796,NA
"816","Saudi Arabia","Middle East & North Africa","High income","2004",NA,75.08283666,NA,-0.356191486,-1.323740363,34
"817","Sudan","Sub-Saharan Africa","Lower middle income","2004",NA,37.79031548,37.7845191955566,-1.217169404,-1.666589975,22
"818","Senegal","Sub-Saharan Africa","Low income","2004",NA,66.90739929,20.0019397735596,-0.165477559,0.172796905,30
"819","Singapore","East Asia & Pacific","High income","2004",NA,406.4821776,NA,1.989662528,0.077511214,93
"820","Solomon Islands","East Asia & Pacific","Lower middle income","2004",NA,73.29747827,NA,-1.270239115,-0.354120702,NA
"821","Sierra Leone","Sub-Saharan Africa","Low income","2004",NA,46.14000999,NA,-1.083426714,-0.311112106,23
"822","El Salvador","Latin America & Caribbean","Lower middle income","2004",47.4,71.25513505,69.2184906005859,-0.341768175,0.024640525,42
"823","Somalia","Sub-Saharan Africa","Low income","2004",NA,NA,NA,-2.052326679,-1.811015725,NA
"824","Serbia","Europe & Central Asia","Upper middle income","2004",33,74.85271607,88.1681365966797,-0.213624835,-0.176049948,27
"825","South Sudan","Sub-Saharan Africa","Low income","2004",NA,NA,NA,NA,NA,NA
"826","Suriname","Latin America & Caribbean","Upper middle income","2004",NA,74.22098632,NA,-0.028995272,0.114305288,43
"827","Slovak Republic","Europe & Central Asia","High income","2004",27.1,140.1618237,92.9919815063477,0.873966992,0.947524965,40
"828","Slovenia","Europe & Central Asia","High income","2004",24.8,111.3771087,97.1549301147461,0.922730684,1.112388611,60
"829","Sweden","Europe & Central Asia","High income","2004",26.1,79.29382574,103.331199645996,2.121819973,1.739247203,92
"830","Swaziland","Sub-Saharan Africa","Lower middle income","2004",NA,144.1826327,44.7565002441406,-1.008032918,-1.46496892,NA
"831","Seychelles","Sub-Saharan Africa","High income","2004",NA,155.5732546,74.9717483520508,0.043534227,0.323293954,44
"832","Chad","Sub-Saharan Africa","Low income","2004",NA,101.7685909,15.1948900222778,-1.16847837,-1.230528593,17
"833","Togo","Sub-Saharan Africa","Low income","2004",NA,96.43406866,42.6063613891602,-1.553384304,-1.231241107,NA
"834","Thailand","East Asia & Pacific","Upper middle income","2004",42.5,127.4120753,66.8892135620117,0.315366179,0.126583293,36
"835","Tajikistan","Europe & Central Asia","Lower middle income","2004",33.6,128.2203639,80.3312225341797,-0.974504411,-1.222273111,20
"836","Turkmenistan","Europe & Central Asia","Upper middle income","2004",NA,121.1841845,NA,-1.64384222,-1.98201263,20
"837","Timor-Leste","East Asia & Pacific","Lower middle income","2004",NA,110.5177384,55.064868927002,-0.677010536,-0.093514897,NA
"838","Tonga","East Asia & Pacific","Upper middle income","2004",NA,76.61311143,105.59903717041,-0.604942143,-0.189794227,NA
"839","Trinidad and Tobago","Latin America & Caribbean","High income","2004",NA,93.83514432,85.5115432739258,0.348529577,0.574701726,42
"840","Tunisia","Middle East & North Africa","Lower middle income","2004",NA,86.94829371,81.6490478515625,0.436589003,-0.866649389,50
"841","Turkey","Europe & Central Asia","Upper middle income","2004",41.3,48.11968281,86.235481262207,0.008839098,0.013201932,32
"842","Tanzania","Sub-Saharan Africa","Low income","2004",NA,45.71708077,NA,-0.461598873,-0.53358233,28
"843","Uganda","Sub-Saharan Africa","Low income","2004",NA,35.46008625,19.3740196228027,-0.391379446,-0.724424124,26
"844","Ukraine","Europe & Central Asia","Lower middle income","2004",28.9,114.9090298,102.294250488281,-0.602825761,-0.671051443,22
"845","Uruguay","Latin America & Caribbean","High income","2004",NA,61.47668809,106.975929260254,0.319393545,0.842710495,62
"846","United States","North America","High income","2004",40.5,24.29492051,95.5024871826172,1.761567831,1.327751994,75
"847","Uzbekistan","Europe & Central Asia","Lower middle income","2004",NA,72.85937525,97.9767990112305,-1.030459762,-1.78085947,23
"848","St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income","2004",NA,87.49731078,94.3043670654297,0.16731526,0.679108441,NA
"849","Vietnam","East Asia & Pacific","Lower middle income","2004",36.8,133.0164979,NA,-0.478676766,-1.337931871,26
"850","Vanuatu","East Asia & Pacific","Lower middle income","2004",NA,98.7059775,42.7556190490723,-0.63076514,0.276733279,NA
"851","Samoa","East Asia & Pacific","Upper middle income","2004",NA,72.88702629,83.5965805053711,0.063981056,0.683035672,NA
"852","Kosovo","Europe & Central Asia","Lower middle income","2004",NA,NA,NA,NA,-0.36131838,NA
"853","South Africa","Sub-Saharan Africa","Upper middle income","2004",NA,51.07803414,88.501350402832,0.641220093,0.715736926,46
"854","Zambia","Sub-Saharan Africa","Lower middle income","2004",54.3,70.81307493,NA,-0.866949141,-0.444224864,26
"855","Zimbabwe","Sub-Saharan Africa","Low income","2004",NA,76.0396086,NA,-1.000913143,-1.553577185,23
"856","Afghanistan","South Asia","Low income","2005",NA,104.8624006,19.7837009429932,-1.210829139,-1.12542963,25
"857","Angola","Sub-Saharan Africa","Lower middle income","2005",NA,139.657432,NA,-1.137153387,-1.234719396,20
"858","Albania","Europe & Central Asia","Upper middle income","2005",30.6,70.2953012,76.8870620727539,-0.659452379,0.003671779,24
"859","United Arab Emirates","Middle East & North Africa","High income","2005",NA,119.553124,NA,0.710510254,-0.708473206,62
"860","Argentina","Latin America & Caribbean","Upper middle income","2005",49.3,40.56689189,94.005989074707,-0.124214523,0.269231677,28
"861","Armenia","Europe & Central Asia","Lower middle income","2005",36,72.03892547,91.0585632324219,-0.139913037,-0.591363311,29
"862","Australia","East Asia & Pacific","High income","2005",NA,38.82645515,148.366104125977,1.751212955,1.507055759,88
"863","Austria","Europe & Central Asia","High income","2005",28.7,93.76702228,100.512802124023,1.684594631,1.378656507,87
"864","Azerbaijan","Europe & Central Asia","Upper middle income","2005",16.6,115.8334454,NA,-0.729437172,-1.124163508,22
"865","Burundi","Sub-Saharan Africa","Low income","2005",NA,41.64680569,12.6990098953247,-1.249580622,-0.634234488,23
"866","Belgium","Europe & Central Asia","High income","2005",29.3,143.3762209,108.354248046875,1.711561441,1.420762181,74
"867","Benin","Sub-Saharan Africa","Low income","2005",NA,45.81656011,NA,-0.657626808,-0.029964088,29
"868","Burkina Faso","Sub-Saharan Africa","Low income","2005",NA,35.53571955,14.3002996444702,-0.578771651,-0.44652009,34
"869","Bangladesh","South Asia","Lower middle income","2005",33.2,34.39693486,45.516788482666,-0.911300302,-0.569969237,17
"870","Bulgaria","Europe & Central Asia","Upper middle income","2005",NA,99.87344245,90.4507217407227,0.181857437,0.59489274,40
"871","Bahrain","Middle East & North Africa","High income","2005",NA,148.313493,96.1961898803711,0.396987498,-0.743174851,58
"872","Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","2005",NA,103.2447734,NA,-0.755505741,0.213584766,29
"873","Belarus","Europe & Central Asia","Upper middle income","2005",27.5,118.8843517,NA,-1.083960295,-1.766817331,26
"874","Belize","Latin America & Caribbean","Upper middle income","2005",NA,117.3533016,76.5187072753906,-0.089135915,0.688429058,37
"875","Bolivia","Latin America & Caribbean","Lower middle income","2005",58.5,67.64194249,86.9914398193359,-0.688737392,-0.156710416,25
"876","Brazil","Latin America & Caribbean","Upper middle income","2005",56.6,27.08676559,101.2919921875,-0.096330546,0.45767951,37
"877","Barbados","Latin America & Caribbean","High income","2005",NA,95.66751341,108.550003051758,1.295830488,0.949198723,69
"878","Brunei Darussalam","East Asia & Pacific","High income","2005",NA,97.45761662,97.6358337402344,0.600311995,-0.776663303,NA
"879","Bhutan","South Asia","Lower middle income","2005",NA,102.6980729,45.7212295532227,0.324595094,-1.072155476,NA
"880","Botswana","Sub-Saharan Africa","Upper middle income","2005",NA,88.50535206,78.5254898071289,0.649579465,0.594607651,59
"881","Central African Republic","Sub-Saharan Africa","Low income","2005",NA,35.07093687,NA,-1.564508796,-0.994375527,NA
"882","Canada","North America","High income","2005",NA,69.70984342,101.056846618652,1.887422085,1.506879449,84
"883","Switzerland","Europe & Central Asia","High income","2005",NA,100.3298136,95.1818237304688,1.851263642,1.586438179,91
"884","Chile","Latin America & Caribbean","High income","2005",NA,71.61676087,97.6583786010742,1.23628974,1.292520523,73
"885","China","East Asia & Pacific","Upper middle income","2005",NA,62.89041618,NA,-0.119986556,-1.500785112,32
"886","Cameroon","Sub-Saharan Africa","Lower middle income","2005",NA,50.9685648,26.6441898345947,-0.909558892,-1.034067273,22
"887","Congo, Dem. Rep.","Sub-Saharan Africa","Low income","2005",NA,43.97480452,NA,-1.571899652,-1.521638393,21
"888","Congo, Rep.","Sub-Saharan Africa","Lower middle income","2005",47.3,138.6635673,NA,-1.270692348,-1.079140425,23
"889","Colombia","Latin America & Caribbean","Upper middle income","2005",55,35.63423841,83.4079437255859,-0.178071797,-0.322521359,40
"890","Comoros","Sub-Saharan Africa","Low income","2005",NA,51.39290947,NA,-1.601032853,-0.630450964,NA
"891","Cabo Verde","Sub-Saharan Africa","Lower middle income","2005",NA,104.3438399,68.6929397583008,-0.212178513,0.441597372,NA
"892","Costa Rica","Latin America & Caribbean","Upper middle income","2005",47.8,89.63585907,84.3638229370117,0.156103432,0.816958487,42
"893","Cuba","Latin America & Caribbean","Upper middle income","2005",NA,39.36207796,92.6437835693359,-0.543702841,-1.805157542,38
"894","Cyprus","Europe & Central Asia","High income","2005",30.3,111.9175222,96.5432815551758,1.157761335,0.955872655,57
"895","Czech Republic","Europe & Central Asia","High income","2005",27,122.0152585,95.8069381713867,0.925236821,0.90567255,43
"896","Germany","Europe & Central Asia","High income","2005",NA,70.42119034,102.506103515625,1.505680919,1.485833883,82
"897","Djibouti","Middle East & North Africa","Lower middle income","2005",NA,91.58084469,22.4824504852295,-0.803671896,-1.109946132,NA
"898","Dominica","Latin America & Caribbean","Upper middle income","2005",NA,87.9,107.352096557617,0.490844339,0.932384193,NA
"899","Denmark","Europe & Central Asia","High income","2005",25.2,89.39976696,124.180923461914,2.119751692,1.739608884,95
"900","Dominican Republic","Latin America & Caribbean","Upper middle income","2005",50,65.53466562,69.7449798583984,-0.5511778,-0.070553929,30
"901","Algeria","Middle East & North Africa","Upper middle income","2005",NA,71.2785976,78.7822265625,-0.467567503,-0.715685964,28
"902","Ecuador","Latin America & Caribbean","Upper middle income","2005",54.1,56.0998297,61.8786010742188,-0.946908653,-0.363743484,25
"903","Eritrea","Sub-Saharan Africa","Low income","2005",NA,61.10603102,28.4680995941162,-0.935537457,-2.184898615,26
"904","Spain","Europe & Central Asia","High income","2005",32.4,54.33510358,117.513137817383,1.506729841,1.1314044,70
"905","Estonia","Europe & Central Asia","High income","2005",33.5,136.9166007,102.789932250977,0.964996755,0.992168546,64
"906","Ethiopia","Sub-Saharan Africa","Low income","2005",NA,NA,24.7503604888916,-0.917130411,-1.238757253,22
"907","Finland","Europe & Central Asia","High income","2005",27.6,76.62771387,111.971076965332,2.129371881,1.687096953,96
"908","Fiji","East Asia & Pacific","Upper middle income","2005",NA,118.250842,NA,-0.079778723,0.049308639,40
"909","France","Europe & Central Asia","High income","2005",29.8,53.1520143,112.273818969727,1.67152679,1.476771235,75
"910","Gabon","Sub-Saharan Africa","Upper middle income","2005",42.2,83.94959984,NA,-0.814778507,-0.82700175,29
"911","United Kingdom","Europe & Central Asia","High income","2005",34.3,51.93899823,105.387283325195,1.76659596,1.443956375,86
"912","Georgia","Europe & Central Asia","Lower middle income","2005",40.3,85.31592742,81.6564025878906,-0.433997184,-0.090371139,23
"913","Ghana","Sub-Saharan Africa","Lower middle income","2005",42.8,98.17151411,41.0644302368164,-0.187381759,0.197485253,35
"914","Guinea","Sub-Saharan Africa","Low income","2005",NA,69.89672592,29.1943302154541,-1.047564387,-1.172004819,NA
"915","Guinea-Bissau","Sub-Saharan Africa","Low income","2005",NA,48.42766402,30.5325794219971,-1.36062789,-0.484425128,NA
"916","Equatorial Guinea","Sub-Saharan Africa","Upper middle income","2005",NA,131.0244718,27.3713092803955,-1.434866905,-1.683500171,19
"917","Greece","Europe & Central Asia","High income","2005",34.6,50.90086412,99.6430892944336,0.71530503,1.097569346,43
"918","Grenada","Latin America & Caribbean","Upper middle income","2005",NA,78.37998704,97.7945785522461,0.327545911,0.525194049,NA
"919","Guatemala","Latin America & Caribbean","Lower middle income","2005",NA,66.04865508,49.7588195800781,-0.720482945,-0.359379411,25
"920","Guyana","Latin America & Caribbean","Upper middle income","2005",NA,203.8293896,96.8682327270508,-0.507432938,-0.228859812,25
"921","Honduras","Latin America & Caribbean","Lower middle income","2005",59.5,136.489768,NA,-0.671269953,-0.345806867,26
"922","Croatia","Europe & Central Asia","Upper middle income","2005",NA,84.72784068,93.1465225219727,0.460783869,0.452612311,34
"923","Haiti","Latin America & Caribbean","Low income","2005",NA,56.97979588,NA,-1.334532261,-1.231598139,18
"924","Hungary","Europe & Central Asia","High income","2005",34.7,127.3536783,96.1855010986328,0.771703482,1.175189376,50
"925","Indonesia","East Asia & Pacific","Lower middle income","2005",NA,60.09801091,60.1328315734863,-0.483127862,-0.12192551,22
"926","India","South Asia","Lower middle income","2005",NA,42.48530654,54.1727409362793,-0.105500147,0.413685679,29
"927","Ireland","Europe & Central Asia","High income","2005",33.8,148.2779242,109.539489746094,1.735596895,1.623854518,74
"928","Iraq","Middle East & North Africa","Upper middle income","2005",NA,115.7425403,NA,-1.629893184,-1.300999403,22
"929","Iceland","Europe & Central Asia","High income","2005",29,73.1231944,109.112640380859,1.973406911,1.568608046,97
"930","Israel","Middle East & North Africa","High income","2005",41.7,81.69760348,104.736122131348,1.043849945,0.646124363,63
"931","Italy","Europe & Central Asia","High income","2005",33.8,49.41381483,98.2896118164063,0.561837733,1.057029247,50
"932","Jamaica","Latin America & Caribbean","Upper middle income","2005",NA,90.48789334,90.5708923339844,-0.115249112,0.418052912,36
"933","Jordan","Middle East & North Africa","Lower middle income","2005",NA,147.5390857,91.0151672363281,0.028204447,-0.514288366,57
"934","Japan","East Asia & Pacific","High income","2005",NA,26.51549378,100.998527526855,1.290751219,1.006276965,73
"935","Kazakhstan","Europe & Central Asia","Upper middle income","2005",29.6,97.76250302,NA,-0.619121671,-1.031668067,26
"936","Kenya","Sub-Saharan Africa","Lower middle income","2005",48.5,64.47886616,47.8987998962402,-0.702118635,-0.244841993,21
"937","Kyrgyz Republic","Europe & Central Asia","Lower middle income","2005",32.6,95.08400463,86.2731781005859,-0.878410697,-0.887550652,23
"938","Cambodia","East Asia & Pacific","Lower middle income","2005",NA,136.8319301,NA,-0.999322534,-1.017338395,23
"939","Kiribati","East Asia & Pacific","Lower middle income","2005",NA,125.6327661,89.0417327880859,-0.473564178,0.024949199,NA
"940","Korea, Rep.","East Asia & Pacific","High income","2005",NA,71.1843142,93.2203674316406,0.990601063,0.745595634,50
"941","Kuwait","Middle East & North Africa","High income","2005",NA,92.24346204,110.459770202637,0.174500763,-0.483525157,47
"942","Lebanon","Middle East & North Africa","Upper middle income","2005",NA,96.36969867,80.4894714355469,-0.187701449,-0.281063855,31
"943","Liberia","Sub-Saharan Africa","Low income","2005",NA,270.3636364,NA,-1.413870811,-0.417990476,22
"944","Libya","Middle East & North Africa","Upper middle income","2005",NA,90.86088969,94.8552322387695,-1.043768048,-1.858394384,25
"945","Sri Lanka","South Asia","Lower middle income","2005",NA,73.60397296,NA,-0.313090116,-0.206795961,32
"946","Lesotho","Sub-Saharan Africa","Lower middle income","2005",NA,NA,39.5876007080078,-0.135991305,-0.2097698,34
"947","Lithuania","Europe & Central Asia","High income","2005",35.3,114.9169389,104.166862487793,0.779207945,0.902132928,48
"948","Luxembourg","Europe & Central Asia","High income","2005",30.8,297.7729742,95.3651885986328,1.777104616,1.581917882,85
"949","Latvia","Europe & Central Asia","High income","2005",39,100.8333976,104.045280456543,0.568497837,0.781813085,42
"950","Morocco","Middle East & North Africa","Lower middle income","2005",NA,67.91485449,49.8387489318848,-0.279850513,-0.687104881,32
"951","Moldova","Europe & Central Asia","Lower middle income","2005",36.3,142.816056,88.0625228881836,-0.74955976,-0.547894061,29
"952","Madagascar","Sub-Saharan Africa","Low income","2005",39.9,73.76518213,21.1482791900635,-0.353585511,-0.123797461,28
"953","Maldives","South Asia","Upper middle income","2005",NA,NA,NA,0.202201158,-0.979869902,NA
"954","Mexico","Latin America & Caribbean","Upper middle income","2005",NA,54.57644624,79.23291015625,0.068156756,0.198065534,35
"955","Macedonia, FYR","Europe & Central Asia","Upper middle income","2005",NA,85.84100348,84.8842163085938,-0.328652352,-0.1014686,27
"956","Mali","Sub-Saharan Africa","Low income","2005",NA,54.12532578,25.5525207519531,-0.705910087,0.247933805,29
"957","Malta","Middle East & North Africa","High income","2005",NA,211.188036,102.484931945801,0.822761059,1.233854294,66
"958","Myanmar","East Asia & Pacific","Lower middle income","2005",NA,0.273893892,44.3096809387207,-1.526451349,-2.166204929,18
"959","Montenegro","Europe & Central Asia","Upper middle income","2005",30.2,104.6251393,94.4544830322266,0.354482442,0.134036958,NA
"960","Mongolia","East Asia & Pacific","Lower middle income","2005",NA,122.3814599,90.290153503418,-0.376411617,0.069540665,30
"961","Mozambique","Sub-Saharan Africa","Low income","2005",NA,76.36774827,13.0960597991943,-0.52441293,0.008335317,28
"962","Mauritania","Sub-Saharan Africa","Lower middle income","2005",NA,113.2047887,22.2522792816162,-0.292215496,-0.912761688,NA
"963","Mauritius","Sub-Saharan Africa","Upper middle income","2005",NA,125.7130375,88.6555633544922,0.608683467,0.83283937,42
"964","Malawi","Sub-Saharan Africa","Low income","2005",NA,57.44798438,27.2850494384766,-0.811675847,-0.528102636,28
"965","Malaysia","East Asia & Pacific","Upper middle income","2005",NA,203.8544606,68.7168197631836,1.09282279,-0.146773517,51
"966","Namibia","Sub-Saharan Africa","Upper middle income","2005",NA,80.76203456,63.5293197631836,0.021889955,0.331786513,43
"967","Niger","Sub-Saharan Africa","Low income","2005",44.4,47.39546796,9.9082202911377,-0.772457004,-0.283560395,24
"968","Nigeria","Sub-Saharan Africa","Lower middle income","2005",NA,50.74835925,34.6991195678711,-0.892764151,-0.868943393,19
"969","Nicaragua","Latin America & Caribbean","Lower middle income","2005",49.2,71.64572371,68.7969970703125,-0.816867411,-0.24899523,26
